t_seconds,rms,spectral_centroid_hz,spectral_spread_hz,spectral_rolloff_hz,spectral_flatness,zcr,peak_hz,frame_index,spectral_spread_khz
0.352,0.014216082,6812.308201874042,4709.343762138754,12234.375,0.012162409,0.2236328125,3656.25,33,4.7093437621387535
0.3626666666666667,0.013110956,6893.392578415376,4771.103413768986,12375.0,0.013764098,0.23388671875,3609.375,34,4.771103413768985
0.37333333333333335,0.012586577,7149.461463774523,4866.35519040835,12703.125,0.015327391,0.234375,3632.8125,35,4.86635519040835
0.384,0.011103063,7115.243153173593,4897.371077644953,12773.4375,0.019808168,0.25,3609.375,36,4.897371077644953
0.39466666666666667,0.009509298,7128.274759296994,4905.807145342203,12632.8125,0.020977529,0.22509765625,3820.3125,37,4.9058071453422025
0.4053333333333333,0.024893556,4429.929286601956,4606.9224517267,10898.4375,0.0028397918,0.17578125,984.375,38,4.6069224517267005
0.416,0.060105015,3083.419887568728,3406.6207938560747,4406.25,0.0003917133,0.12744140625,960.9375,39,3.406620793856075
0.4266666666666667,0.07519735,3115.574217708238,3154.92225576331,4359.375,0.00022197198,0.07177734375,937.5,40,3.15492225576331
0.43733333333333335,0.073974386,3221.665143060268,3089.5988084184523,4523.4375,0.00021547693,0.05517578125,914.0625,41,3.0895988084184522
0.448,0.06948404,3203.726654029053,3034.893975608031,4476.5625,0.00017228161,0.05859375,890.625,42,3.0348939756080306
0.45866666666666667,0.062892,3158.416714332626,3011.1766332861885,4429.6875,0.00012724305,0.05712890625,890.625,43,3.0111766332861887
0.4693333333333333,0.057536166,3048.9773378229993,2934.8274304775114,4382.8125,0.00012332323,0.060546875,890.625,44,2.9348274304775113
0.48,0.053987436,3083.3477907997412,2788.053724117152,4406.25,0.00014382944,0.06396484375,914.0625,45,2.7880537241171517
0.49066666666666664,0.051974464,3180.1281681279934,2707.4409961507163,4359.375,0.0001283719,0.068359375,1828.125,46,2.707440996150716
0.5013333333333333,0.05587756,3210.5296819463665,2734.450552556915,4265.625,0.00011161512,0.0732421875,1828.125,47,2.734450552556915
0.512,0.057013262,3321.665840338028,2930.9350448032674,4757.8125,0.00014292427,0.07958984375,937.5,48,2.930935044803267
0.5226666666666666,0.05716713,3553.8048160971334,3172.0863073293917,5742.1875,0.00020353452,0.087890625,960.9375,49,3.172086307329392
0.5333333333333333,0.058518067,3589.0782286520825,3188.863881448886,6164.0625,0.00020369026,0.1005859375,960.9375,50,3.188863881448886
0.544,0.056305185,3671.1083782798696,3230.960438372291,6914.0625,0.00019545988,0.11083984375,984.375,51,3.230960438372291
0.5546666666666666,0.05676985,3650.7231128798135,3259.5899189122233,6585.9375,0.0001562275,0.1171875,984.375,52,3.2595899189122233
0.5653333333333334,0.05843267,3612.768231106443,3323.0453893397817,6937.5,0.00012423111,0.10986328125,984.375,53,3.3230453893397818
0.576,0.059648685,3497.3356207710526,3237.677649142503,5484.375,9.365632e-05,0.09912109375,984.375,54,3.237677649142503
